description,theme
"""Europe's photonics industry is facing fierce global market competition and has to cope with a very high speed of technological developments in the field. Further major S&T progress and research and innovation investments are required for sustaining Europe's industrial competitiveness and leadership in photonic market sectors where Europe is strong (e.g. in laser-based manufacturing, medical photonics, sensing, lighting) and to exploit new emerging market opportunities.Moreover, Europe is experiencing the existence of many fragmented and rather uncoordinated developments between many different national and regional players. Europe suffers also from a slow innovation process for turning many good R&D results into innovative products (‘Valley of Death’). This requires a joined-up approach, covering missing links in the value chain, such as assembly and packaging of photonics components. Finally, Europe needs to better exploit the large enabling potential of photonics in many industrial sectors and in solutions addressing major societal challenges such as health and well-being, energy efficiency or safety. Europe also needs to better exploit the innovation leverage potential of the innovation clusters and national platforms. The new trend in society of makerlabs and the efforts to create more interest in STEM (Science, Technology, Engineering and Mathematics) need to be exploited to generate an increased awareness of and improved skills in photonics.In order to capitalise on the opportunities coming from advances in Photonics for laser-based production, a topic addressing these is proposed in collaboration[1] with Factories of the Future topic FOF-13-2016 - Photonics Laser-based production.a. Research and Innovation ActionsApplication driven core photonic technology developments for a new generation of photonic devices (including components, modules and sub-systems): Actions should demonstrate strong industrial commitment, be driven by user needs and concrete business cases supported by strong exploitation strategies, and cover the value/supply chain as appropriate. Actions should address manufacturability and validation of results for the target applications and should include standardisation activities as appropriate. Actions may also include the related materials. Focus is on one of the following themes:The Commission considers that proposals requesting a contribution from the EU of between EUR 2 and 4 million would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. Minimum one action per theme will be selected.b. Innovation Actions Focus is on one of the following themes:The Commission considers that proposals requesting a contribution from the EU between EUR 2 and 4 million (for theme b.i), and between EUR 6 and 14 million (for theme b.ii) would allow these themes to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. Minimum one action per theme will be selected.c. Coordination and support actions The Commission considers that proposals requesting a contribution from the EU of up to EUR 1.5 million would allow these themes to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. Minimum one action per theme will be selected.Proposals should describe how the proposed work will contribute to the listed corresponding expected impacts and provide metrics, the baseline and concrete targets.a. Research and Innovation Actionsi. Biophotonics: advancing imaging for in-depth disease diagnosisii.. Breakthrough in miniaturization of SSL light engines and systemsiii. Pervasive high-specificity and high-sensitivity sensing for a safer environmentb. Innovation Actionsi. Microdisplay-based immersive, augmented and virtual reality visualisation systemsii. Pilot line for Assembly and Packagingc. Coordination and support actionsi. Coordination of regional photonics strategiesii. Photonics enabled MakerLabs[1]The Photonics PPP contributes 10M€ funding to this topic in the FoF Work Programme.[2]Wherever appropriate, actions could seek synergies and co-financing from relevant national/regional research and innovation programmes, or from structural funds addressing smart specialisation. Actions combining different sources of financing should include a concrete financial plan detailing the use of these funding sources for the different parts of their activities. [3]Wherever appropriate, actions could seek synergies and co-financing from relevant national/regional research and innovation programmes, or from structural funds addressing smart specialisation. Actions combining different sources of financing should include a concrete financial plan detailing the use of these funding sources for the different parts of their activities. ""","""theme"""
"""Investments in R&D&I are essential for reinforcing Europe's industrial competitiveness and leadership in photonic market sectors where Europe is strong (e.g. in communications, medical photonics, sensing) and to seize new opportunities. Europe also needs to strengthen its manufacturing base in photonics to safeguard the further potential for innovation and value creation and for job creation. We must better exploit the large enabling potential of photonics in many industrial sectors and in solutions addressing major societal challenges such as health and well-being, energy efficiency or safety. Finally, Europe needs to better exploit the innovation capacity of the photonics SMEs and the innovation leverage potential of the innovation clusters and national platforms.a. Research and Innovation Actions All R&I actions should demonstrate strong industrial commitment, be driven by user needs and concrete exploitation strategies, and they should cover the value/supply chain as appropriate. They should address manufacturability and include standardisation activities as appropriate. Focus is on one of the following themes:The Commission considers that proposals requesting a contribution from the EU of between EUR 6 and 8 million (for theme a.i), between EUR 3 and 4 million (for theme a.ii and a.iii) would allow these themes to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. Minimum one action per theme will be selected.b. Innovation Actions Focus is on one of the following themes:i. Innovation Incubator for SMEs[1]The objective is to reinforce the competitiveness of photonics and end-user industries, in particular SMEs, by providing them one-stop-shop access, supported through competence centres, to services and capabilities such as expertise, training, prototyping, design, engineering or pilot manufacturing services for first users and early adopters enabling the wider adoption and deployment of photonic technologies in innovative products. The service to be provided to the SME should be driven by its business needs and the implementation must be flexible and fast to better cope with the speed of innovation in ICT and the SME requirements.Large projects are expected to achieve critical mass and to better exploit EU-added value. The action may involve financial support to third parties in line with the conditions set out in Part K of the General Annexes. The consortium will define the selection process of additional users and suppliers for which financial support will be granted (typically in the order of EUR 30.000 – 100.000[2] per party). A maximum of 50% of the EU funding requested by the proposal should be allocated to this purpose.[3]ii. Application driven core photonic devices integrated in systems: Actions should address validation and demonstration of photonic based systems for the target applications. Actions should also include standardisation activities. They should demonstrate strong industrial commitment, be driven by user needs and concrete business cases supported by strong exploitation strategies, and cover the whole value/supply chain and the end-user. Focus is on one of the following themes:The Commission considers that proposals requesting a contribution from the EU of between EUR 8 and 10 million (for theme b.i) and between 6 and 8 million (for theme b.ii) would allow these themes to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. Minimum one action per theme will be selected.c. Coordination and Support actions Supporting the industrial strategy for photonics in Europe: the objective is to support the development and implementation of a comprehensive industrial strategy for photonics in Europe. The action should include the development of strategic technology road-maps, strong stakeholder engagement (in particular Photonics21 stakeholders, National Technology Platforms, regional Clusters, end-user industries), coordination of regional, national and European strategies and priorities, and development of financial models and financial engineering to facilitate access to different sources of financing.The Commission considers that proposals requesting a contribution from the EU of up to EUR 3 million would allow this theme to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. No more than one action will be funded.Proposals should describe how the proposed work will contribute to the listed corresponding expected impacts and should provide metrics, the baseline and concrete targets.a. Research and Innovation Actions i. Agile Petabit/s Optical Core and Metro Networksii. Photonic integrated circuit (PIC) technologyiii. Disruptive approaches to optical manufacturing by 2 and 3 D opto-structuringb. Innovation Actions i. An Innovation Incubator for SMEsii.1. Biophotonics: imaging systems for in-depth disease diagnosisii.2. Sensing for process and product monitoring and analysisc. Coordination and Support actions [1]Wherever appropriate, actions could seek synergies and co-financing from relevant national/regional research and innovation programmes, or from structural funds addressing smart specialisation. Actions combining different sources of financing should include a concrete financial plan detailing the use of these funding sources for the different parts of their activities.[2]In line with Article 23 (7) of the Rules for Participation the amounts referred to in Article 137 of the Financial Regulation may be exceeded, and if this is the case proposals should explain why this is necessary to achieve the objectives of the action.[3]It is recommended to also use established networks reaching out to SMEs like the Enterprise Europe Network and the NCP network for calls publications and awareness raising towards SME's.""","""theme"""
"""While the state-of-the-art micro/nano-electronics technologies and their manufacturing are being further advanced towards market-readiness in the context of the ECSEL Joint Undertaking, it is essential to prepare for the future of the electronics industry the next wave of industry-relevant technologies to extend the limits (technological and/or economic) mainstream technologies will be facing in the medium term[1]. This is essential to maintain and increase Europe's longer-term capacity in the design and manufacturing of these technologies and to strengthen the competitiveness and market leadership of the many industries innovating through these technologies.a. Research and Innovation actionsThe work must be in the scope of one of the following topics:International cooperation with clear EU industrial benefits may be considered preferably with nations that have substantial research in the area (e.g. Japan, South Korea, Taiwan, and the USA).The Commission considers that proposals requesting a contribution from the EU of between EUR 2 and 4 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.b. Innovation action[2]In Equipment Assessment Experiments, suppliers of innovative high-tech equipment install, assess and validate their prototypes or products that have left the R&D phase in environments that are very close to real-life conditions in cooperation with end-user. Proposals at TRL 6-7 are called for.The Commission considers that proposals requesting a contribution from the EU between EUR 1 and 2 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.c. Coordination and Support actionsIn view of promoting the attractiveness of careers in micro/nanoelectronics towards young people, a dedicated pan-European challenge event should be proposed to showcase the possibilities offered by state-of-the-art hardware technologies (similar to the European code week for software apps). The sustainability of this event should also be addressed.The Commission considers that proposals requesting a contribution from the EU of about EUR 0.5 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.Proposals should address the following impact criteria and provide metrics to measure and monitor successa. Research and Innovation actionsThe actions will aim at contributing to the future growth in Europe of the micro-/nanoelectronics and related industries.b. Innovation actionsc. Coordination and Support actions[1]Graphene is covered by the eponym FET Flagship initiative[2]Access actions (including EuroPractice-type actions) are addressed under ICT-4[3]https://ec.europa.eu/digital-agenda/en/electronics-roadmap-europe[4]https://ec.europa.eu/digital-agenda/en/news/european-industrial-strategic-roadmap-micro-and-nano-electronic-components-and-systems-0""","""theme"""
"""In Europe too many promising high tech start-ups or innovative SMEs do not manage to grow and scale up at pan-European or international level. The tendency is that they either remain within a restricted national market or, if they manage to emerge, are often bought while they are still too small, thus failing to become full actors on the international scene and to create a sound ecosystem around their success. Beyond this, turning research results with high innovation potential into viable products and services, bringing them to the market at European or even global level remains a big challenge.Leveraging the Startup Europe[1] and Innovation Radar[2] initiatives, actions within this topic should on the one hand help established startups and prospective tech entrepreneurs to achieve market success and, on the other, raise broader awareness of high potential innovators in Europe with specific targeted actions for maturing innovation excellence in EU-funded ICT projects. Actions should support the expansion of startups on a pan-European and international level. They should stimulate further tech entrepreneurship and the creation of new high growth businesses and jobs, seeking maximum synergies through European innovation ecosystems. Innovators targeted by the Innovation Radar include startups, SMEs, spinoffs and research teams. Innovators identified, promoted and supported by the Innovation Radar are expected to enriching and benefiting from, the Startup Europe ecosystem.a. Innovation actionsProposers should cover one or both of the following themes:The Commission considers that proposals requesting a contribution from the EU of around EUR 1.5 million would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.Minimum one action will be selected for each of the themes described.b. Coordination and Support actionsThese actions shall primarily be targeted towards technologies developed in EU funded ICT projects (from Framework Programme 7, Competitiveness and Innovation Programme and Horizon 2020).The Commission considers that proposals requesting a contribution from the EU of around 1 million would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.Minimum one action will be selected for each of the themes described.Proposals should address the following and provide appropriate metrics for measuring success with respect to a defined baseline:a. Innovation actionsb. Coordination and Support actions[1]http://ec.europa.eu/digital-agenda/about-startup-europe[2]https://ec.europa.eu/digital-agenda/en/innovation-radar""","""theme"""
"""ECB and FP7 impact studies point out that the biggest challenge faced by innovative companies in Europe is not to find funding for R&I but to find a first customer. The challenge is to facilitate access of innovative companies to the market by removing barriers to Pre-Commercial Procurement (PCP) and Public Procurement of Innovative solutions (PPI) in Europe. Cross-border cooperation among procurers and defragmentation of public demand are key in this respect as potential market size is the most important decision factor for firms to participate or not in a public procurement. Speeding up of implementation cycles and further networking of national innovation procurement competence centres are also needed.Coordination and Support actionsProposals should focus on one of the two themes below:a. The objective is to support the creation of European wide networks of procurers (European Public Procurers networks) that define together an innovation procurement roadmap, identifying shared procurement needs in the near term (relevant for PPI) as well as mid-to-long term (relevant for PCP) in areas of common European interest.European Public Procurers (EPP) networks are expected to engage into an open dialogue with all potential stakeholders, including other procurers and end-users. EPP networks are encouraged to publish their perceived procurement needs online, in a way that enables the research and innovation community to comment and submit ideas to make suggestions for future PCPs or PPIs.. EPP networks should also undertake activities that investigate the feasibility and facilitate the concrete preparation of a cross-border PCP or PPI for at least one shared common procurement need.EPP networks should contain a critical mass of public procurers responsible for the acquisition and/or regulatory strategy for innovative solutions in areas of public interest that are large potential customers for ICT LEIT technologies. EPP networks should also undertake dissemination activities to share results and raise awareness about PCP and PPI across Europe.b. The objective is to support the creation of one EU wide network of national competence centers on innovation procurement (PCP and PPI). Activities undertaken by the network are expected to include the creation of new national innovation competence centers and the enlarging of the scope of existing competence centers. They should also include experience sharing on PCP/PPI implementation across Europe, promoting Horizon 2020 funding and synergies with ESIF funding for PCP and PPI to ICT procurers in cooperation with NCPs, assisting ICT procurers in starting up such procurements nationally and collaborating cross-border to facilitate also transnational joint procurement.In cooperation with policy makers, the network should also develop and coordinate policy actions to mainstream PCP and PPI across Europe such as setting targets and developing financial incentive schemes for procurers to undertake PCP and PPI.The network is expected to maximize synergies with national and ESIF funding and focus the budget requested from Horizon 2020 on activities/partners that cannot be funded from ESIF or for which national funding is not available.The expected duration for the action is 4 years. The minimum participation is 5 existing national innovation procurement competence centers plus 5 public bodies that have the mandate to setup 5 new innovation procurement competence centers (in total from 10 different Member States or associated countries), aiming for EU wide participation of innovation procurement centers in the network by the end of the project.The Commission considers that proposals requesting a contribution from the EU of between EUR 1 and 2 million would allow these themes to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.""","""theme"""
"""This specific challenge addresses the lack of public demand-driven innovation in Europe needed to close the gap between supply and demand for innovative ICT solutions. It targets consortia of procurers with similar procurement needs of common European interest, to drive innovation from the demand side and reduce fragmentation of public sector demand in Europe. The aim of engaging in such forward looking R&D procurement strategies is to modernize the provision of public services faster whilst creating opportunities for industry and researchers in Europe to take international leadership in new markets.PCP ActionsThe objective is to bring radical improvements to the quality and efficiency of public services by encouraging the development and validation of breakthrough solutions through Pre-Commercial Procurement. This topic is open to proposals for pre-commercial procurement actions in all areas of public sector interest requiring innovative ICT based solutions. The work will complement PCP Actions foreseen under other challenges in ICT LEIT. It is open both to proposals requiring improvements mainly based on one specific ICT technology field, as well as to proposals requiring end-to-end solutions that need combinations of different ICT technologies.The Commission considers that proposals requesting a contribution from the EU of up to EUR 4 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.""","""theme"""
"""The development and deployment of digital technologies and services induces pervasive and radical changes in our lives and in the societal system. The explosion of the number of devices, their increased ""intelligence"", autonomous behavior and connectivity are changing significantly the life conditions of Europeans. Beyond the benefits brought about by technological innovations, there are also challenges, and sometimes threats, that need to be addressed to ensure that technological innovations go hand in hand with societal needs and expectations. Including SSH (social sciences and humanities) expertise provides a constructive and critical accompaniment of the scientific and technological developments for the projects funded under LEIT-ICT, and enables responsible research and innovation in the digital age.SSH engagement in ICT research can both address proactively the impacts of the take-up of novel technologies, and contribute to innovation by proposing alternative approaches. For example, considering that there is a trade-off between privacy and security refers to conceptions that can be challenged. Reconsidering underlying assumptions or taking a new and broader view to ICT related research and innovation can lead to other options that inspire different and more responsible technological R&I, with new benefits for the society.  a. Research and Innovation Actions should take a fresh look on the relationship between information and communication technologies, on the one hand, and social phenomena, on the other hand. They should contribute to ongoing ICT-driven research and innovation by providing best practice in collaborative research between SSH and ICT communities. The projects are expected to have direct relevance to ongoing ICT-related research and innovation, in particular in the area of robotics, cyber-physical systems, internet of things, big data and cybersecurity.From this wide range of issues, proposals are expected to focus on one or both of the following clusters:The Commission considers that proposals requesting a contribution from the EU of between EUR 1 and 2 million would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.b. Smaller short-term Research and Innovation Actions are expected to engage SSH expertise and, potentially other actors, to reflect and challenge the way ICT-related research and innovation is currently approached in a specific area and/or reflected in the call text. This approach opens new ways for interactions between SSH and ICT. SSH expertise is called for to unveil and challenge the implicit assumptions underlying broader technological research agendas, with a view to propose constructive alternative framings which enhance considerations for responsible ICT research and innovation. These so called ""sister projects"" should clearly describe how they intend to bring an innovative research perspective for one or more LEIT ICT topic areas. These projects are expected to have a light project structure, accommodating for its exploratory experimental nature and its relevance beyond disciplinary boundaries.The Commission considers that proposals requesting a contribution from the EU of between EUR 300.000 and 500.000 and running for 12 months would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts and/or proposing other durations.Minimum one action will be selected for each of the areas (a, b) described above.Note that there are related topics with emphasis on SSH and responsible ICT research and innovation in other parts of ICT LEIT WP.""","""theme"""
"""Innovation, today, is as much about novel solutions that technology and design can provide as it is about understanding needs of society and ensuring wide participation in the process of innovation. In this context, the Arts are gaining prominence as a catalyst of an efficient conversion of S&T knowledge into innovative products, services, and processes.The challenge is to accelerate and widen the exchange of skills of artists and creative people with entrepreneurs and technologists, thus creating a common language and understanding. This topic supports the STARTS (S&T&ARTS) initiative, fostering innovation at the nexus of 'Science, Technology and the Arts'.The activities are structured in two lines: establishing a structured dialogue between creative people and technology developers and encouraging artists' integration into research and innovation projects, providing visibility of good practices and rewarding them.a. Innovation Action establishing a structured dialogue between creative people and technologists:First, it will identify the relevant regional, national and international agencies active in education, research and economic support of the Creative Industries and:Second, it will directly support creative people and technologists to work together and produce unconventional and compelling new products. Taking advantage of existing structures such as fab labs, creative and innovation hubs, the action should at least combine the following activities:The action may involve financial support to third parties in line with the conditions set out in Part K of the General Annexes. The consortium will define the process for selecting the prototype developments to which financial support will be granted (typically below the range of EUR 50.000 per experiment). At least 80% of the funding should be dedicated to the prototype developments..The Commission considers that proposals requesting a contribution from the EU of about EUR 3 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.b. Coordination and Support ActionsProposals will cover one of the two areas defined below:1. Integration of artists in research and innovation projects is encouraged across all ICT objectives in WP2016/2017. To facilitate this integration and help build silo-breaking partnerships between industries, entrepreneurs, and researchers in ICT with the Arts, a Coordination and Support Action will provide a brokerage service that will:2. Implementation of a 'STARTS prize' that will showcase vision and innovation in technology rooted in links with the Arts by giving visibility to the most forward- looking collaborations and the impact on innovation that they have achieved. rewarding outstanding contributions to innovation resulting from collaborations of technology with the Arts. The support action will ensure publicising the prize, handling of submission in a scalable manner, the evaluation procedure for the prize in liaison with the EC services, the award ceremony together with an exhibition and a (travelling) exhibition of shortlisted works.It is foreseen to hand out two annual prizes (20.000Euros each) covering different aspects of STARTS, one honouring artistic exploration where appropriation by the Arts has altered (the use, deployment, or perception of) technology and one that honours works linking ICT and the Arts (technological or artistic) that open new pathways for innovation and/or society.To achieve visibility and impact the STARTS prize must be a long-term commitment, must reach out to both technology/industry and to the art world. It might therefore be best linked to an existing high profile prize allowing leveraging existing resources and credentials. This action allows for the provision of financial support to third parties in the form of prize in line with the conditions set out in Part K of the General Annexes.The Commission considers that proposals requesting a contribution from the EU of about EUR 4 million for area 1 and of about EU 1 million for area 2 would allow each area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. Proposals should target a duration of four years.[1]It is recommended to also use established networks reaching out to SMEs like the Enterprise Europe Network and the NCP network for calls publications and awareness raising towards SME's.""","""theme"""
"""The challenge is to create the conditions for optimised cooperation opportunities between the European and the Chinese research and innovation ecosystems including standardisation, in particular for key strategic domains where global approaches, interoperability and standards are sought like IoT and 5G. It includes the identification of practical opportunities for future cooperation on a reciprocal basis.The scope of the work is of analytical nature, and requires a good understanding of both the Chinese and European models for research support, standardisation support, and lead market introduction. The work targets the analysis of the Chinese research/standardisation/innovation ecosystems, of their main partners and conditions of contributions and participation for foreign companies, including the legal environment. It includes a comparative analysis with the European research systems, and further identifies key CN national projects, that could form the basis of joint EU-CN collaborations. These activities are complemented with roadmapping activities for EU-CN cooperation in the specific domains of 5G and IoT.The Commission considers that proposals requesting a contribution from the EU of around EUR 1 million would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.""","""theme"""
"""Mexico has demonstrated its commitment to use FIWARE as the open service platform of reference. Two FIWARE nodes have been established in Mexico, applications and services are being developed and some new FIWARE platform components are added from Mexican research teams. Furthermore Mexico has confirmed in the Joint Scientific Committee the interest to strengthen the collaboration in the ICT domain. Therefore, the present Challenge is to enhance collaboration in FIWARE and opening horizons for future cooperation in the ICT domain.a. Research and Innovation Actions: Development, implementation and replication of FIWARE-based services in the EU and Mexico, to facilitate the transfer of applications between the EU and Mexico, to develop the global uptake of applications in validated scenarios (e.g. energy, transport, smart cities), and to ensure multilingual training and support.Development of new FIWARE components and evolution of existing ones from sectorial implementations in the EU or Mexico.The Commission considers that proposals requesting a contribution from the EU of EUR 0.5 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.b. Coordination and Support Actions:Proposals should cover one of the following bullet points:- Networking and other actions for sustainability, standardisation and industrial commitment to FIWARE in Mexico;- Identify and explore topics for future collaboration in the domain of ICT, e. g. by road-mapping and events in order to ensure that any further cooperation is based on solid basis and a clear mutual value added.The Commission considers that proposals requesting a contribution from the EU of EUR 0.25 million would allow this specific challenge to be addressed appropriately by two distinct projects. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.""","""theme"""
"""To reinforce cooperation and strategic partnership with selected countries and regions in areas of mutual interest.Targeted countries: Low and middle income countries[1] in sub-Saharan Africa and ASEAN countriesa. Innovations Actions Actions will address the requirements of end-user communities in developing countries. This may include technological improvements and adaptations as well as innovative service creation based on existing technologies.Proposals could include specific technological targets such as co-design, adaptation, demonstration and validation (e.g. pilots) of ICT related research and innovation in relevant thematic areas addressed by Horizon 2020 including Content Technologies and Societal Challenges. Proposals are expected to address take up and scalability of the proposed solutions.Activities under this topic should be led by a clearly defined user need/market opportunity for the technology being adapted; they should in particular include requirements of developing countries (at national and local level), and where possible, have the potential for wider impact by involving a number of countries from the same region. Proposals should feature an explicit element exploring technology adoption, through understanding and evaluating behavioural responses to the introduction of new technologies in different regional settings. Societal and gender issues will be taken into account. Proposals should be submitted by a partnership complementing each other with a particular focus on the participation of relevant developing country innovation stakeholders and end-user community representatives (e.g. relevant public, private, education and research, and societal sector organisations, Innovation Hubs or Living Labs).The Commission considers that proposals requesting a contribution from the EU between EUR 1 and 2 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.b. Coordination and Support Actions for AfricaOne CSA to foster research coordination and support collaborative activities between Europe and Africa, through the organisation of events – if possible synchronised with relevant either policy or research meetings - and monitoring ICT-related activities in targeted countries in Africa providing input on common R&D priorities and future cooperation opportunities; strengthening cooperative research links; supporting greater awareness of research cooperation opportunities and dissemination of results from ICT39-2015 and other relevant developments. Actions should build upon the achievements of similar past or ongoing Support Actions for Africa.The Commission considers that proposals requesting a contribution from the EU of around EUR 0.8 million would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. No more than one action will be funded.[1]See World Bank country classification.""","""theme"""
"""To reinforce cooperation and strategic partnership with selected countries and regions in areas of mutual interest.Targeted countries: Low and middle income countries[1] in sub-Saharan Africa and ASEAN countriesa. Innovations Actions Actions will address the requirements of end-user communities in developing countries. This may include technological improvements and adaptations as well as innovative service creation based on existing technologies.Proposals could include specific technological targets such as co-design, adaptation, demonstration and validation (e.g. pilots) of ICT related research and innovation in relevant thematic areas addressed by Horizon 2020 including Content Technologies and Societal Challenges. Proposals are expected to address take up and scalability of the proposed solutions.Activities under this topic should be led by a clearly defined user need/market opportunity for the technology being adapted; they should in particular include requirements of developing countries (at national and local level), and where possible, have the potential for wider impact by involving a number of countries from the same region. Proposals should feature an explicit element exploring technology adoption, through understanding and evaluating behavioural responses to the introduction of new technologies in different regional settings. Societal and gender issues will be taken into account. Proposals should be submitted by a partnership complementing each other with a particular focus on the participation of relevant developing country innovation stakeholders and end-user community representatives (e.g. relevant public, private, education and research, and societal sector organisations, Innovation Hubs or Living Labs).The Commission considers that proposals requesting a contribution from the EU between EUR 1 and 2 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.b. Coordination and Support Actions for AfricaOne CSA to foster research coordination and support collaborative activities between Europe and Africa, through the organisation of events – if possible synchronised with relevant either policy or research meetings - and monitoring ICT-related activities in targeted countries in Africa providing input on common R&D priorities and future cooperation opportunities; strengthening cooperative research links; supporting greater awareness of research cooperation opportunities and dissemination of results from ICT39-2015 and other relevant developments. Actions should build upon the achievements of similar past or ongoing Support Actions for Africa.The Commission considers that proposals requesting a contribution from the EU of around EUR 0.8 million would allow this area to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts. No more than one action will be funded.[1]See World Bank country classification.""","""theme"""
"""Increasing urbanisation and the transformation of rural economies and communities result in new types of rural-urban interaction and dependency, to which policies and governance approaches still have to fully adapt. Consolidated evidence is needed to assess the impact of such interaction on rural growth potential (in which there is an increasing interest worldwide) and understand, in concrete and operational terms, how linkages and dependencies between urban and rural activities affect the creation of added value and jobs. Recent studies have provided some evidence that well-functioning relationships between urban and rural areas can lead to higher growth rates in both. They may also deliver more sustainable, integrated and inclusive forms of development, building on local assets and natural resources to improve adaptation and resilience to global change. There is a need for thorough understanding and a consolidated conceptual framework is needed to tailor policy intervention at different scales so as to maximise rural job and growth creation on the basis of synergistic interaction.Building on the EU typology of urban and rural areas[1] and on the outcomes of previous studies on rural-urban linkages, proposals should consolidate a conceptual and policy framework adapted to the diversity of European needs, including a well-argued approach to defining functional areas. They should analyse how European rural areas interact with other (in particular, urban) areas in their region or beyond, exploring endogenous conditions that enable them to interact and quantifying the importance of these connections for the rural economy and society. Activities should involve case studies covering a diverse set of territorial contexts and scales of analysis describing practical linkages between rural and urban activities, mutual dependencies, competitive or synergistic relationships, the distribution of value-adding production steps between rural and urban areas and the institutional and policy context. Proposals should involve participatory research identifying concrete opportunities for greater synergies and cooperation between urban and rural activities and communities, bottlenecks impeding synergistic development and concrete solutions to remove these bottlenecks. Activities should assess the effectiveness of a variety of existing or emerging governance approaches and instruments, including those provided by the European structural and investment funds, looking at official authorities but also at informal governance groups (e.g. local action groups). Concrete outputs could be a set of governance models and tools adapted to different types of situation. Such models should cater for better economic development as well as for modernisation of service delivery.Activities should look at economic, environmental and social linkages and dependencies in an integrated way and examine various territorial settings, covering various forms of territorial interaction beyond city-hinterland relationships, including networks of small market towns and other types of more distant, cross-border or international interaction.Projects should fall under the concept of the 'multi-actor approach'[2], involving local development or economic development bodies in rural and urban areas or representatives of both rural and urban economic players. Activities should involve engagement with government bodies at the appropriate scale, and with businesses and society. Targeted communication activities and easy-to-use policy-oriented outputs and training material will ensure maximum uptake of the results during the lifetime of the project and beyond. Networking activities between case-study areas and other areas interested in rural-urban synergies and leading to longer-term cooperation may be envisaged. Some cooperation activities with projects financed under topic RUR-2-2017 could be included.The Commission considers that proposals requesting a contribution from the EU of up to EUR 6 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.Results are expected to improve policies for the management of rural-urban linkages through:Better managed urban-rural relationships, improved governance and increased cross-sectoral cooperation will enable further growth and job creation in rural areas in the long term.[1]http://ec.europa.eu/eurostat/statistics-explained/index.php/Urban-rural_typology;http://ec.europa.eu/eurostat/statistics-explained/index.php/Urban-rural_typology_update[2]See definition of the 'multi-actor approach' in the introduction to this Work Programme part.""","""theme"""
